+1,126.0,3.0,7.0,8,,,,,,,,,,,,,,,378,42,0.01587301587,5.764163046,6.604163046
+1,125.0,3.0,7.0,8,,,,,,,,,,,,,,,375,41.66666667,0.016,5.756424099,6.589757432
+1,124.0,3.0,7.0,8,,,,,,,,,,,,,,,372,41.33333333,0.01612903226,5.748622992,6.575289658
+1,123.0,3.0,7.0,8,,,,,,,,,,,,,,,369,41,0.0162601626,5.740758717,6.560758717
+1,122.0,3.0,7.0,8,,,,,,,,,,,,,,,366,40.66666667,0.01639344262,5.732830243,6.546163576
+0,121.0,3.0,7.0,7,,,,,,,3,,,,,,,7,363,40.33333333,0.01652892562,5.724836513,6.53150318
+1,121.0,4.0,7.0,8,,,,,,,,,,,,,,,484,30.25,0.02479338843,6.004242736,6.609242736
+1,120.0,4.0,7.0,8,,,,,,,,,,,,,,,480,30,0.025,5.996182668,6.596182668
+1,119.0,4.0,7.0,8,,,,,,,,,,,,,,,476,29.75,0.02521008403,5.988055151,6.583055151
+1,118.0,4.0,7.0,8,,,,,,,,,,,,,,,472,29.5,0.02542372881,5.979859046,6.569859046
+1,117.0,4.0,7.0,8,,,,,,,,,,,,,,,468,29.25,0.02564102564,5.971593186,6.556593186
+0,116.0,4.0,7.0,7,,,,,,,4,,,,,,,12,464,29,0.02586206897,5.963256374,6.543256374
+1,116.0,5.0,7.0,8,,,,,,,,,,,,,,,580,23.2,0.03448275862,6.179980678,6.643980678
+1,115.0,5.0,7.0,8,,,,,,,,,,,,,,,575,23,0.0347826087,6.171571684,6.631571684
+1,114.0,5.0,7.0,8,,,,,,,,,,,,,,,570,22.8,0.0350877193,6.163089249,6.619089249
+1,113.0,5.0,7.0,8,,,,,,,,,,,,,,,565,22.6,0.03539823009,6.154532078,6.606532078
+1,112.0,5.0,7.0,8,,,,,,,,,,,,,,,560,22.4,0.03571428571,6.145898842,6.593898842
+1,111.0,5.0,7.0,8,,,,,,,,,,,,,,,555,22.2,0.03603603604,6.137188177,6.581188177
+1,110.0,5.0,7.0,8,,,,,,,,,,,,,,,550,22,0.03636363636,6.128398681,6.568398681
+0,109.0,5.0,7.0,7,,,,,,,5,,,,,,,19,545,21.8,0.03669724771,6.119528915,6.555528915
+1,109.0,6.0,7.0,8,,,,,,,,,,,,,,,654,18.16666667,0.04587155963,6.296605564,6.659938898
+1,108.0,6.0,7.0,8,,,,,,,,,,,,,,,648,18,0.0462962963,6.287654048,6.647654048
+1,107.0,6.0,7.0,8,,,,,,,,,,,,,,,642,17.83333333,0.04672897196,6.27861926,6.635285927
+1,106.0,6.0,7.0,8,,,,,,,,,,,,,,,636,17.66666667,0.04716981132,6.269499638,6.622832971
+1,105.0,6.0,7.0,8,,,,,,,,,,,,,,,630,17.5,0.04761904762,6.260293572,6.610293572
+0,104.0,6.0,7.0,7,,,,,,,6,,,,,,,24,624,17.33333333,0.04807692308,6.250999409,6.597666076
+1,104.0,7.0,7.0,8,,,,,,,,,,,,,,,728,14.85714286,0.05769230769,6.400715583,6.69785844
+1,103.0,7.0,7.0,8,,,,,,,,,,,,,,,721,14.71428571,0.05825242718,6.39133162,6.685617334
+1,102.0,7.0,7.0,8,,,,,,,,,,,,,,,714,14.57142857,0.05882352941,6.381856104,6.673284675
+1,101.0,7.0,7.0,8,,,,,,,,,,,,,,,707,14.42857143,0.05940594059,6.372287232,6.660858661
+1,100.0,7.0,7.0,8,,,,,,,,,,,,,,,700,14.28571429,0.06,6.362623146,6.648337431
+1,99.0,7.0,7.0,8,,,,,,,,,,,,,,,693,14.14285714,0.06060606061,6.352861931,6.635719074
+1,98.0,7.0,7.0,8,,,,,,,,,,,,,,,686,14,0.0612244898,6.343001617,6.623001617
+0,97.0,7.0,7.0,7,,,,,,,7,,,,,,,31,679,13.85714286,0.0618556701,6.333040169,6.610183026
+1,97.0,8.0,7.0,8,,,,,,,,,,,,,,,776,12.125,0.07216494845,6.462730218,6.705230218
+1,96.0,8.0,7.0,8,,,,,,,,,,,,,,,768,12,0.07291666667,6.452665541,6.692665541
+1,95.0,8.0,7.0,8,,,,,,,,,,,,,,,760,11.875,0.07368421053,6.442495472,6.679995472
+1,94.0,8.0,7.0,8,,,,,,,,,,,,,,,752,11.75,0.07446808511,6.432217782,6.667217782
+1,93.0,8.0,7.0,8,,,,,,,,,,,,,,,744,11.625,0.0752688172,6.421830168,6.654330168
+1,92.0,8.0,7.0,8,,,,,,,,,,,,,,,736,11.5,0.07608695652,6.411330253,6.641330253
+0,91.0,8.0,7.0,7,,,,,,,8,,,,,,,37,728,11.375,0.07692307692,6.400715583,6.628215583
+1,91.0,9.0,7.0,8,,,,,,,,,,,,,,,819,10.11111111,0.08791208791,6.515110313,6.717332536
+1,90.0,9.0,7.0,8,,,,,,,,,,,,,,,810,10,0.08888888889,6.504378352,6.704378352
+1,89.0,9.0,7.0,8,,,,,,,,,,,,,,,801,9.888888889,0.08988764045,6.493526477,6.691304255
+1,88.0,9.0,7.0,8,,,,,,,,,,,,,,,792,9.777777778,0.09090909091,6.48255198,6.678107536
+0,87.0,9.0,7.0,7,,,,,,,9,,,,,,,41,783,9.666666667,0.09195402299,6.471452058,6.664785391
+1,87.0,10.0,7.0,8,,,,,,,,,,,,,,,870,8.7,0.1034482759,6.573781631,6.747781631
+1,86.0,10.0,7.0,8,,,,,,,,,,,,,,,860,8.6,0.1046511628,6.562553383,6.734553383
+1,85.0,10.0,7.0,8,,,,,,,,,,,,,,,850,8.5,0.1058823529,6.551193807,6.721193807
+1,84.0,10.0,7.0,8,,,,,,,,,,,,,,,840,8.4,0.1071428571,6.539699795,6.707699795
+1,83.0,10.0,7.0,8,,,,,,,,,,,,,,,830,8.3,0.1084337349,6.528068128,6.694068128
+0,82.0,10.0,7.0,7,,,,,,,10,,,,,,,46,820,8.2,0.1097560976,6.516295466,6.680295466
+1,82.0,11.0,7.0,8,,,,,,,,,,,,,,,902,7.454545455,0.1219512195,6.608863825,6.757954734
+1,81.0,11.0,7.0,8,,,,,,,,,,,,,,,891,7.363636364,0.1234567901,6.596946711,6.744219438
+1,80.0,11.0,7.0,8,,,,,,,,,,,,,,,880,7.272727273,0.125,6.584881554,6.730336099
+1,79.0,11.0,7.0,8,,,,,,,,,,,,,,,869,7.181818182,0.1265822785,6.57266463,6.716300993
+1,78.0,11.0,7.0,8,,,,,,,,,,,,,,,858,7.090909091,0.1282051282,6.560292072,6.702110254
