,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,,,,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,,,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,0.0,1.0,2.0,3.0,4.0,5.0,
0.0,0,15.0,30.0,45.0,60.0,75.0,90.0,105.0,120.0,135.0,150.0,165.0,180.0,195.0,15,,0.0,0,-19.0,-38.0,-57.0,-76.0,-95.0,-114.0,-133.0,-152.0,-171.0,19,,0.0,0,-19.0,-38.0,-57.0,-76.0,-95.0,-114.0,-133.0,-152.0,19,,0.0,0,-24.0,-48.0,-72.0,-96.0,-120.0,24
1.0,-13.0,2.0,17.0,32.0,47.0,62.0,77.0,92.0,107.0,122.0,137.0,152.0,167.0,182.0,14,,1.0,9.0,-10.0,-29.0,-48.0,-67.0,-86.0,-105.0,-124.0,-143.0,-162.0,18,,1.0,8.0,-11.0,-30.0,-49.0,-68.0,-87.0,-106.0,-125.0,-144.0,18,,1.0,5.0,-19.0,-43.0,-67.0,-91.0,-115.0,23
2.0,-26.0,-11.0,4.0,19.0,34.0,49.0,64.0,79.0,94.0,109.0,124.0,139.0,154.0,169.0,13,,2.0,18.0,-1.0,-20.0,-39.0,-58.0,-77.0,-96.0,-115.0,-134.0,-153.0,17,,2.0,16.0,-3.0,-22.0,-41.0,-60.0,-79.0,-98.0,-117.0,-136.0,17,,2.0,10.0,-14.0,-38.0,-62.0,-86.0,-110.0,22
3.0,-39.0,-24.0,-9.0,6.0,21.0,36.0,51.0,66.0,81.0,96.0,111.0,126.0,141.0,156.0,12,,3.0,27.0,8.0,-11.0,-30.0,-49.0,-68.0,-87.0,-106.0,-125.0,-144.0,16,,3.0,24.0,5.0,-14.0,-33.0,-52.0,-71.0,-90.0,-109.0,-128.0,16,,3.0,15.0,-9.0,-33.0,-57.0,-81.0,-105.0,21
4.0,-52.0,-37.0,-22.0,-7.0,8.0,23.0,38.0,53.0,68.0,83.0,98.0,113.0,128.0,143.0,11,,4.0,36.0,17.0,-2.0,-21.0,-40.0,-59.0,-78.0,-97.0,-116.0,-135.0,15,,4.0,32.0,13.0,-6.0,-25.0,-44.0,-63.0,-82.0,-101.0,-120.0,15,,4.0,20.0,-4.0,-28.0,-52.0,-76.0,-100.0,20
5.0,-65.0,-50.0,-35.0,-20.0,-5.0,10.0,25.0,40.0,55.0,70.0,85.0,100.0,115.0,130.0,10,,5.0,45.0,26.0,7.0,-12.0,-31.0,-50.0,-69.0,-88.0,-107.0,-126.0,14,,5.0,40.0,21.0,2.0,-17.0,-36.0,-55.0,-74.0,-93.0,-112.0,14,,5.0,25.0,1.0,-23.0,-47.0,-71.0,-95.0,19
6.0,-78.0,-63.0,-48.0,-33.0,-18.0,-3.0,12.0,27.0,42.0,57.0,72.0,87.0,102.0,117.0,9,,6.0,54.0,35.0,16.0,-3.0,-22.0,-41.0,-60.0,-79.0,-98.0,-117.0,13,,6.0,48.0,29.0,10.0,-9.0,-28.0,-47.0,-66.0,-85.0,-104.0,13,,6.0,30.0,6.0,-18.0,-42.0,-66.0,-90.0,18
7.0,-91.0,-76.0,-61.0,-46.0,-31.0,-16.0,-1.0,14.0,29.0,44.0,59.0,74.0,89.0,104.0,8,,7.0,63.0,44.0,25.0,6.0,-13.0,-32.0,-51.0,-70.0,-89.0,-108.0,12,,7.0,56.0,37.0,18.0,-1.0,-20.0,-39.0,-58.0,-77.0,-96.0,12,,7.0,35.0,11.0,-13.0,-37.0,-61.0,-85.0,17
8.0,-104.0,-89.0,-74.0,-59.0,-44.0,-29.0,-14.0,1.0,16.0,31.0,46.0,61.0,76.0,91.0,7,,8.0,72.0,53.0,34.0,15.0,-4.0,-23.0,-42.0,-61.0,-80.0,-99.0,11,,8.0,64.0,45.0,26.0,7.0,-12.0,-31.0,-50.0,-69.0,-88.0,11,,8.0,40.0,16.0,-8.0,-32.0,-56.0,-80.0,16
