,0.0,1.0,2.0,3.0,4.0,
0.0,0,0.0,0.0,0.0,0.0,4
1.0,0.0,3.0,2.0,1.0,0.0,3
2.0,0.0,2.0,4.0,2.0,0.0,2
3.0,0.0,1.0,2.0,3.0,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,0
,4,3,2,1,0,
,,,,,,
,0.0,1.0,2.0,3.0,4.0,
0.0,0,4.0,8.0,12.0,16.0,4
1.0,4.0,6.0,8.0,10.0,12.0,3
2.0,8.0,8.0,8.0,8.0,8.0,2
3.0,12.0,10.0,8.0,6.0,4.0,1
4.0,16.0,12.0,8.0,4.0,0.0,0
,4,3,2,1,0,
