5.824242424242424,54.0,=6-A70,,=((64*3-1)/3-B70)/(B70+1),,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
4.071428571428571,13.0,=5-A74,,,,,,,
4.133333333333333,14.0,=5-A75,,,,,,,
4.1875,15.0,=5-A76,,,,,,,
4.294117647058823,16.0,=5-A77,,,,,,,
4.388888888888889,17.0,=5-A78,,,,,,,
4.473684210526316,18.0,=5-A79,,,,,,,
4.55,19.0,=5-A80,,,,,,,
4.619047619047619,20.0,=5-A81,,,,,,,
4.681818181818182,21.0,=5-A82,,,,,,,
4.739130434782608,22.0,=5-A83,,,,,,,
4.791666666666667,23.0,=5-A84,,,,,,,
4.84,24.0,=5-A85,,,,,,,
4.884615384615385,25.0,=5-A86,,,,,,,
4.907407407407407,26.0,=5-A87,,,,,,,
4.928571428571429,27.0,=5-A88,,,,,,,
